Timestamp, Sensor,QuatI,QuatJ,QuatK,QuatSum
0.141,2,-0.4884361693360337,-0.5729088255860337,0.4951500365235335,-0.4336265990235338
0.142,3,-0.4845747748651923,-0.5735640326776923,0.5574507514276922,-0.3542036811151923
0.142,4,-0.5224575988360245,-0.5895352355547745,0.4487271300860243,-0.4220547668047745
0.142,5,-0.5641641564529728,-0.5037393517654727,0.4722452111404727,-0.4527139611404728
0.168,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.168,1,-0.0076108766577041,-0.6796689821264541,0.559918005563954,-0.4737974000952042
0.168,2,-0.48890562376432034,-0.5723406823580705,0.49568052610807023,-0.43324156126432045
0.171,3,-0.484717049334547,-0.5731569907407971,0.558081307147047,-0.3536745688657972
0.171,4,-0.5228837554816532,-0.5888627593879032,0.449458462512903,-0.4216874664191533
0.171,5,-0.5642495824661511,-0.5036416723099011,0.472574777778651,-0.4523721410599012
0.212,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.212,1,-0.0078111472683468,-0.679625112112097,0.5600572410183469,-0.4736924949245971
0.212,2,-0.4893484096873564,-0.5716848354686064,0.4963064174998562,-0.4328908901561064
0.212,3,-0.4848424774115875,-0.5728551727240875,0.5585119110053374,-0.3533117156928375
0.212,4,-0.523208394370944,-0.588393941245944,0.4499051717146938,-0.4214627889021941
0.212,5,-0.5643364627655599,-0.5034844119843099,0.4729057987030598,-0.45209281042181
0.233,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.233,1,-0.007847804049661202,-0.6796617688934113,0.5600328626434112,-0.47366811654966134
0.234,2,-0.4893961063012637,-0.5719766727075137,0.4959879031762636,-0.4328165164575138
0.239,3,-0.484721301763558,-0.572978137701058,0.5584517705135579,-0.353373645513558
0.24,4,-0.523047815614282,-0.588599573426782,0.4497445929580319,-0.4215463507705321
0.24,5,-0.5642785569024673,-0.5035485764337172,0.4727868576837172,-0.4522180100274673
0.269,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.269,1,-0.0076274571433994,-0.6799297032371494,0.5596904454246492,-0.4736919102683994
0.27,2,-0.48907750551318496,-0.5726346344194351,0.49518102113818485,-0.43323033754443513
0.271,3,-0.4842782188141742,-0.5738167930329242,0.5575204063141741,-0.3540902305329242
0.271,4,-0.5227688995547934,-0.5892361847110434,0.4490384308047933,-0.4217557159610435
0.273,5,-0.5641336622412985,-0.5037698927100485,0.4723367872412983,-0.4526224317725486
0.299,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.299,1,-0.0075908058893339,-0.6798930519830839,0.5597148293268338,-0.473716294170584
0.299,2,-0.4887689228822791,-0.5729364033510291,0.4948724385072789,-0.4335321064760292
0.303,3,-0.4841909224160642,-0.5740346724160642,0.5573110396035641,-0.3541860396035642
0.303,4,-0.5226270788655738,-0.5895826452718238,0.4486524694905737,-0.4218580358968239
0.303,5,-0.5641641564529728,-0.5037393517654727,0.4722452111404727,-0.4527139611404728
0.336,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.336,1,-0.0075908058893339,-0.6798930519830839,0.5597148293268338,-0.473716294170584
0.336,2,-0.4888306543855204,-0.5728760645417704,0.4949341700105203,-0.4334717676667705
0.34,3,-0.4842474071399162,-0.5740911571399162,0.5572454540149161,-0.3541204540149162
0.34,4,-0.5225907771264129,-0.5896684138451629,0.4486161677514127,-0.4218217341576629
0.34,5,-0.5642813141785358,-0.5036123688660358,0.4723623688660356,-0.4525869782410359
0.375,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.375,1,-0.0075498899775358,-0.6799131712275359,0.5596739134150357,-0.4737364134150359
0.375,2,-0.4887689228822791,-0.5729364033510291,0.4948724385072789,-0.4335321064760292
0.376,3,-0.4843331677522765,-0.5740548474397765,0.5572701794710264,-0.3540231091585266
0.376,4,-0.5226850101049172,-0.5895795413549172,0.448649365573667,-0.4217938968236672
0.376,5,-0.5642813141785358,-0.5036123688660358,0.4723623688660356,-0.4525869782410359
0.399,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.399,1,-0.0075498899775358,-0.6799131712275359,0.5596739134150357,-0.4737364134150359
0.399,2,-0.4890461708548378,-0.5727253700735878,0.4950276161673376,-0.4333210731985878
0.402,3,-0.484541248265627,-0.5737746467031271,0.557478259984377,-0.3538649787343771
0.402,4,-0.5229123854978994,-0.5892576003416494,0.44893777612289915,-0.42165506127914937
0.403,5,-0.5641947609542889,-0.5035868507980389,0.4724589211105388,-0.452622495329289
0.436,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.436,1,-0.0076683704910138,-0.6799095814285139,0.5597313587722637,-0.4736717884597639
0.436,2,-0.4890461708548378,-0.5727253700735878,0.4950276161673376,-0.4333210731985878
0.44,3,-0.48448221035778916,-0.5740207845765393,0.5572361166077892,-0.35392801113903927
0.44,4,-0.5227740686062644,-0.5895465295437644,0.4486773889187643,-0.4216998498562645
0.44,5,-0.5642539380071925,-0.5035239575384424,0.4724570630071923,-0.4526206372259425
0.472,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.472,1,-0.0076641061453676,-0.6799663522391177,0.5596660592703675,-0.4736675241141177
0.472,2,-0.4887853682394285,-0.5732580244894285,0.4945226729269283,-0.4334875166769286
0.472,3,-0.4841698677492214,-0.5746239693117214,0.5566185982179713,-0.35434809040547144
0.472,4,-0.5224572677105335,-0.5902673263042835,0.4479943770855333,-0.4218102950542835
0.472,5,-0.5642241466604258,-0.5037383068166756,0.4720000255666756,-0.4528960216604258
0.501,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.502,1,-0.007512015375112001,-0.6799363317813621,0.5595750036563619,-0.47382060912511204
0.502,2,-0.4882249903294668,-0.5738573145482169,0.4939622950169667,-0.4339647364232169
0.502,3,-0.4840078907627646,-0.5750113087315146,0.5561514454502645,-0.3546743946690147
0.502,4,-0.5221807197672392,-0.5908452705484892,0.4474126533609891,-0.4219609932047393
0.502,5,-0.5641066748539604,-0.5039870459477103,0.4715773779789602,-0.4532057959477104
0.537,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.537,1,-0.007512015375112001,-0.6799363317813621,0.5595750036563619,-0.47382060912511204
0.537,2,-0.4882249903294668,-0.5738573145482169,0.4939622950169667,-0.4339647364232169
0.541,3,-0.4841789569657597,-0.5749992694657597,0.5561394061845096,-0.3544792499345098
0.541,4,-0.5221451161561366,-0.5909317372498866,0.44731601459363635,-0.42198642474988657
0.542,5,-0.5640773583014171,-0.504018764551417,0.471548061426417,-0.4532375145514172
0.568,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.568,1,-0.0076274571433994,-0.6799297032371494,0.5596904454246492,-0.4736919102683994
0.568,2,-0.4884104208123034,-0.5736765340935535,0.4941477254998033,-0.4337839559685535
0.571,3,-0.4843574062650559,-0.574872542983806,0.5561957851713059,-0.3543525234525561
0.571,4,-0.5222830729841664,-0.5906424479841664,0.4476370768904162,-0.4218802409529165
0.571,5,-0.5641662893380801,-0.50386355496308,0.47169802761933,-0.4531433401193301
0.6,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.601,1,-0.007705019344834,-0.6799462302823341,0.559706972469834,-0.4736474021573342
0.601,2,-0.488692728834122,-0.5733484905528721,0.4944300335216219,-0.4335779827403721
0.617,3,-0.4844962078913417,-0.5745840985163417,0.5565176922663416,-0.3541251141413418
0.617,4,-0.5224884251079789,-0.5902374485454789,0.4480255344829787,-0.421780417295479
0.617,5,-0.5641649621275614,-0.5038011925963114,0.4720018761900613,-0.4528978722838115
0.639,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.639,1,-0.0077459301285817,-0.6799261059098318,0.5597478832535816,-0.4736272777848318
0.64,2,-0.488851933119342,-0.573080448744342,0.4947113081193419,-0.4334320112443421
0.641,3,-0.484606115256863,-0.574327794944363,0.5568107051006129,-0.35392984572561303
0.641,4,-0.5226892366145461,-0.5898889436457961,0.44834841630204597,-0.42167605302079614
0.641,5,-0.5642223745418922,-0.5037365346981422,0.472181358916892,-0.4527111440731423
0.674,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.674,1,-0.0077459301285817,-0.6799261059098318,0.5597478832535816,-0.4736272777848318
0.675,2,-0.4888447055298038,-0.5732563266235539,0.4945209750610537,-0.4334247836548039
0.677,3,-0.4844899344884706,-0.5745778251134707,0.5565724540197206,-0.3540578055822207
0.677,4,-0.5227340708553482,-0.5900558481990982,0.448149109917848,-0.4215988169490983
0.677,5,-0.5642229689874193,-0.5037371291436692,0.4721209182061692,-0.4527727736749193
0.703,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.703,1,-0.0077459301285817,-0.6799261059098318,0.5597478832535816,-0.4736272777848318
0.703,2,-0.48859092046742875,-0.5736128931236788,0.49420615484242864,-0.43359824468617886
0.707,3,-0.4843086805991556,-0.5750069227866557,0.5562080946616555,-0.3541817274741557
0.707,4,-0.5224309188389265,-0.5906071883701765,0.4476018172764263,-0.4217839461826765
0.708,5,-0.5641368195060433,-0.5038340851310432,0.4718516632560432,-0.4530528351310434
0.738,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.738,1,-0.0077459301285817,-0.6799261059098318,0.5597478832535816,-0.4736272777848318
0.738,2,-0.4884982361093088,-0.5737033142343089,0.4941134704843087,-0.4336886657968089
0.741,3,-0.4842436566895834,-0.5751860395020835,0.5560820355958334,-0.3541777387208335
0.742,4,-0.5223633761112173,-0.5907227511112173,0.4475342745487172,-0.4217774386112174
0.742,5,-0.5641368195060433,-0.5038340851310432,0.4718516632560432,-0.4530528351310434
0.768,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.768,1,-0.0077459301285817,-0.6799261059098318,0.5597478832535816,-0.4736272777848318
0.768,2,-0.4884982361093088,-0.5737033142343089,0.4941134704843087,-0.4336886657968089
0.772,3,-0.4842436566895834,-0.5751860395020835,0.5560820355958334,-0.3541777387208335
0.772,4,-0.5223997482525066,-0.5906370529400066,0.44757064669000635,-0.42181381075250657
0.772,5,-0.5641368195060433,-0.5038340851310432,0.4718516632560432,-0.4530528351310434
0.805,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.805,1,-0.0077459301285817,-0.6799261059098318,0.5597478832535816,-0.4736272777848318
0.805,2,-0.48871876585853996,-0.57343556273354,0.49433400023353985,-0.43354298460854007
0.809,3,-0.4843588350259372,-0.5750570772134372,0.5561972139321871,-0.3540487764321873
0.809,4,-0.5224788549782986,-0.5903499487282986,0.44795492919704843,-0.42170981200954866
0.809,5,-0.5641350754422013,-0.5038323410672012,0.4720330246609512,-0.4528679855984514
0.834,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.835,1,-0.0079797739539341,-0.6799158091101842,0.559920691922684,-0.4734338755164342
0.835,2,-0.4890251078792959,-0.5731925883480459,0.4945793070980457,-0.4332389750667959
0.839,3,-0.4845189867193443,-0.5748510179693443,0.5564794359380942,-0.3537206468755944
0.839,4,-0.522796357458178,-0.589996064489428,0.4482113965206778,-0.421539033239428
0.839,5,-0.5641930804365718,-0.5037682757490718,0.4721520648115717,-0.4527428851240719
0.867,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.868,1,-0.0080542405052552,-0.6799292405052553,0.559995158474005,-0.4733252365990053
0.868,2,-0.4889942393064225,-0.5732227549314225,0.4945484385251724,-0.4332691416501726
0.871,3,-0.48451784051563074,-0.5749719420781308,0.5563562194218807,-0.35371950067188085
0.871,4,-0.5226709612221317,-0.5901148088783817,0.4481470354408816,-0.4215967424721318
0.871,5,-0.5641344866089789,-0.5038317522339789,0.4720934709839788,-0.452806361608979
0.905,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.905,1,-0.008130587286800401,-0.6800055872868006,0.5598883997868004,-0.47334054822430055
0.905,2,-0.4887708117061756,-0.5736096788936756,0.4941419054561755,-0.4334729601436757
0.908,3,-0.4840778568866856,-0.5756305912616856,0.5557941654804355,-0.3541340092304356
0.908,4,-0.5223721856475009,-0.5906094903350009,0.4476651543975007,-0.421786248147501
0.908,5,-0.5640479052875157,-0.5039893115375156,0.4717017138812656,-0.4531470263812657
0.936,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.937,1,-0.008130587286800401,-0.6800055872868006,0.5598883997868004,-0.47334054822430055
0.937,2,-0.4886065301705079,-0.5739947137642579,0.4937334832955078,-0.433613854389258
0.94,3,-0.4838679966845124,-0.5760310826220124,0.5554622349657623,-0.3542903599657624
0.941,4,-0.5221622470610128,-0.5910709384672628,0.4472110751860126,-0.4218814853422628
0.941,5,-0.5639610734334509,-0.5040855851522008,0.4714928117147008,-0.453365370308451
0.968,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.968,1,-0.008130587286800401,-0.6800055872868006,0.5598883997868004,-0.47334054822430055
0.969,2,-0.4886065301705079,-0.5739947137642579,0.4937334832955078,-0.433613854389258
0.972,3,-0.4838968243432283,-0.5759988751244783,0.5554910626244782,-0.3542581524682284
0.972,4,-0.5221890051805704,-0.5910976965868204,0.4471767981493203,-0.4218472083055705
0.972,5,-0.5639610734334509,-0.5040855851522008,0.4714928117147008,-0.453365370308451
1.006,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.006,1,-0.0081714807513563,-0.6799854455951063,0.5599292932513561,-0.4733204065326064
1.006,2,-0.4886992370245553,-0.5739043151495553,0.4938261901495551,-0.4335234557745553
1.01,3,-0.4838974579454771,-0.5759384735704771,0.555552731382977,-0.3542587860704771
1.01,4,-0.5221934345921444,-0.5910410908421444,0.4472422627171442,-0.4218516377171444
1.01,5,-0.5639610734334509,-0.5040855851522008,0.4714928117147008,-0.453365370308451
1.037,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.037,1,-0.0081714807513563,-0.6799854455951063,0.5599292932513561,-0.4733204065326064
1.037,2,-0.4886992370245553,-0.5739043151495553,0.4938261901495551,-0.4335234557745553
1.04,3,-0.4838974579454771,-0.5759384735704771,0.555552731382977,-0.3542587860704771
1.041,4,-0.5221666745597501,-0.5910143308097501,0.4472765378409999,-0.4218859128410002
1.041,5,-0.5639610734334509,-0.5040855851522008,0.4714928117147008,-0.453365370308451
1.068,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.068,1,-0.0081714807513563,-0.6799854455951063,0.5599292932513561,-0.4733204065326064
1.068,2,-0.488668336612221,-0.573934449893471,0.4937952897372208,-0.4335535905184711
1.072,3,-0.4838686321759289,-0.5759706829571789,0.5555239056134288,-0.354290995457179
1.072,4,-0.5220411370455285,-0.5911329339205285,0.4472120354830283,-0.4219434807955285
1.072,5,-0.5639317493869778,-0.5041172962619778,0.4714634876682276,-0.4533970814182279
1.105,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.105,1,-0.0081714807513563,-0.6799854455951063,0.5599292932513561,-0.4733204065326064
1.105,2,-0.4885422488628186,-0.5741135379253186,0.4936081668315684,-0.4336716433940686
1.108,3,-0.4836022437974848,-0.5763146461412348,0.5552575172349847,-0.3545128883287349
1.109,4,-0.5218762634142468,-0.5913953063829968,0.4469250915392466,-0.4220837829454968
1.109,5,-0.5638437660148518,-0.5042124183586018,0.47137550429610153,-0.45349220351485175
1.135,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.136,1,-0.008130587286800401,-0.6800055872868006,0.5598883997868004,-0.47334054822430055
1.136,2,-0.4882905937090988,-0.5744111991778488,0.4933565116778486,-0.4338472343340988
1.154,3,-0.4833920733258561,-0.5767148272321061,0.554925276450856,-0.3546689287946061
1.154,4,-0.5217595697694409,-0.5917668939881909,0.4465642572694408,-0.422089159613191
1.154,5,-0.5639040609441116,-0.5041506429753616,0.4712526937566115,-0.4536135336003617
1.168,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.168,1,-0.0079681904998822,-0.6800262959686324,0.5598480733123822,-0.4733612569061323
1.168,2,-0.4880690619380888,-0.5747389838130889,0.4930129095943387,-0.4340529486568389
1.173,3,-0.48336116330339385,-0.576928057834644,0.5547112609596438,-0.35469905392839396
1.173,4,-0.5216159950027315,-0.5921116004714815,0.4462375770339813,-0.4221286903152316
1.173,5,-0.5638752640181935,-0.5041828812056935,0.4711628616744434,-0.45370680698694354
1.204,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.205,1,-0.0079681904998822,-0.6800262959686324,0.5598480733123822,-0.4733612569061323
1.205,2,-0.4881618811626037,-0.5746486975688537,0.4931057288188535,-0.4339626624126038
1.208,3,-0.4835920495282723,-0.5766706628095223,0.5549421471845222,-0.3544416589032723
1.209,4,-0.5216249712806224,-0.5919985064368724,0.44636862362437213,-0.42213766659312235
1.209,5,-0.5638752640181935,-0.5041828812056935,0.4711628616744434,-0.45370680698694354
1.236,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.237,1,-0.0079681904998822,-0.6800262959686324,0.5598480733123822,-0.4733612569061323
1.237,2,-0.4882831183814352,-0.5745868293189352,0.493165930881435,-0.4338397590064353
1.243,3,-0.4835638687071236,-0.5766424819883736,0.5549750015196235,-0.3544745132383737
1.243,4,-0.5215982266602142,-0.5919717618164642,0.446402914160214,-0.4221719571289642
1.243,5,-0.5638752640181935,-0.5041828812056935,0.4711628616744434,-0.45370680698694354
1.27,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.27,1,-0.0081629584543976,-0.6800989936106477,0.5597987006418976,-0.4733118842356478
1.27,2,-0.488399342022038,-0.574642017803288,0.4930990490532879,-0.4337118420220381
1.273,3,-0.4835061585165942,-0.5767068421103442,0.5549172913290941,-0.3545388733603442
1.273,4,-0.5215982266602142,-0.5919717618164642,0.446402914160214,-0.4221719571289642
1.274,5,-0.5638752640181935,-0.5041828812056935,0.4711628616744434,-0.45370680698694354
1.307,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.307,1,-0.0082007831875015,-0.6800757831875016,0.5598975605312514,-0.4732276386562515
1.307,2,-0.488399342022038,-0.574642017803288,0.4930990490532879,-0.4337118420220381
1.313,3,-0.4835054814207309,-0.5767672001707309,0.5548555790769808,-0.354538196264481
1.314,4,-0.5216249712806224,-0.5919985064368724,0.44636862362437213,-0.42213766659312235
1.314,5,-0.5638752640181935,-0.5041828812056935,0.4711628616744434,-0.45370680698694354
1.338,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.338,1,-0.0082007831875015,-0.6800757831875016,0.5598975605312514,-0.4732276386562515
1.338,2,-0.4882061774209394,-0.5749981696084394,0.4927227789834393,-0.4338848883584395
1.341,3,-0.4833810601787736,-0.5771310601787736,0.5545480523662735,-0.3545968804912737
1.341,4,-0.5215132884150967,-0.5923140696650967,0.4460128001338465,-0.4222090891963467
1.341,5,-0.5637584294614629,-0.5043101872739629,0.4709849919614628,-0.453895148211463
1.369,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.37,1,-0.0082007831875015,-0.6800757831875016,0.5598975605312514,-0.4732276386562515
1.37,2,-0.4880755118464781,-0.5752337149714781,0.4925310782527279,-0.4339373282527282
1.373,3,-0.4833789437652611,-0.5773120492340111,0.554362830484011,-0.35459476407776114
1.374,4,-0.5213427780898426,-0.5926318405898426,0.4457202194960925,-0.4222827194960927
1.374,5,-0.5636703843349049,-0.5044052476161548,0.4708969468349048,-0.4539902085536549
1.405,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.406,1,-0.0082007831875015,-0.6800757831875016,0.5598975605312514,-0.4732276386562515
1.406,2,-0.4880831054900444,-0.5750582031462944,0.4927217773650443,-0.4339449218962945
1.418,3,-0.4836394592129638,-0.5769622131192138,0.5546843810879637,-0.3543059631192138
1.418,4,-0.5214820462836026,-0.5923438626898526,0.4459815580023524,-0.4222388822211027
1.418,5,-0.5636997345823945,-0.5043735627073945,0.4709262970823944,-0.4539585236448946
1.439,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.439,1,-0.008247101671795501,-0.6799389962030457,0.5601269844842955,-0.47315188682804565
1.439,2,-0.4884118009854979,-0.574349300985498,0.4934166837979978,-0.4337243009854981
1.441,3,-0.4840878113475892,-0.5764950379100893,0.5551937683788392,-0.3536556824413394
1.441,4,-0.5217758554576382,-0.5919052499888882,0.44651950780138794,-0.42192233983263816
1.441,5,-0.5639035188579921,-0.5041501008892421,0.4713131868267419,-0.4535519563579921
1.477,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.477,1,-0.0084819241899311,-0.6798686429399311,0.5604228421586809,-0.4728984280961812
1.478,2,-0.488751192659317,-0.574078341096817,0.4936340051593168,-0.433453341096817
1.478,3,-0.4842544770339129,-0.5762954926589129,0.5554214692214128,-0.3533951020339129
1.478,4,-0.5221518957929545,-0.5915488684492045,0.4467734778242043,-0.4216880286054545
1.479,5,-0.5641381037163521,-0.503896404497602,0.471547771685102,-0.4532982599663521
1.506,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.506,1,-0.0084819241899311,-0.6798686429399311,0.5604228421586809,-0.4728984280961812
1.506,2,-0.4886893824599481,-0.5741386012099481,0.493572194959948,-0.4335136012099482
1.509,3,-0.4840822198780826,-0.5764284112843326,0.5553102472218325,-0.3535890558155827
1.51,4,-0.522026314735128,-0.591667428016378,0.4467089319226278,-0.421745553016378
1.51,5,-0.5641087871616121,-0.503928123099112,0.4715184551303619,-0.4533299785678621
1.536,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.537,1,-0.0084819241899311,-0.6798686429399311,0.5604228421586809,-0.4728984280961812
1.537,2,-0.4884723269310252,-0.5744098269310253,0.4932330691185251,-0.4337848269310253
1.541,3,-0.4838446694628265,-0.5767401772753266,0.5550726968065764,-0.3537787514940766
1.541,4,-0.5218560721921902,-0.5919854667234402,0.4464166190671901,-0.4218194510984403
1.541,5,-0.5639621763053988,-0.5040866880241488,0.47137184427414863,-0.45348854349289885
1.568,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.568,1,-0.0084819241899311,-0.6798686429399311,0.5604228421586809,-0.4728984280961812
1.569,2,-0.4884666563102187,-0.5745872617789687,0.4929832578727185,-0.4338401914664688
1.572,3,-0.4836420712007935,-0.5770258602632935,0.5548090633882934,-0.3540033993257936
1.573,4,-0.5216767074579177,-0.5924164535516677,0.4459931137079175,-0.4218842269891678
1.574,5,-0.5639056647678667,-0.5041522467991166,0.4710711921116166,-0.4537982428928668
1.606,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.606,1,-0.0084819241899311,-0.6798686429399311,0.5604228421586809,-0.4728984280961812
1.607,2,-0.4884975866907523,-0.5745571570032523,0.4930141882532521,-0.4338100866907523
1.61,3,-0.4839284809615808,-0.5768850239303308,0.5549123676803307,-0.3536794575240809
1.61,4,-0.521645470936412,-0.592446252186412,0.4459618771864118,-0.421914025623912
1.611,5,-0.5639056647678667,-0.5041522467991166,0.4710711921116166,-0.4537982428928668
1.637,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.637,1,-0.008368911798281902,-0.679755630548282,0.5605539703920319,-0.47290748601703203
1.637,2,-0.4887449623268484,-0.5743162513893484,0.4932615638893482,-0.4335691810768484
1.651,3,-0.4839861566579772,-0.5768206293142272,0.5549700433767271,-0.3536150629079772
1.652,4,-0.5217711519317989,-0.5923277925567989,0.4460265230255487,-0.4218566011505489
1.652,5,-0.5639350019097784,-0.5041205487847784,0.4711005292535283,-0.4537665448785285
1.669,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.669,1,-0.008368911798281902,-0.679755630548282,0.5605539703920319,-0.47290748601703203
1.669,2,-0.4889322556809177,-0.5741373338059177,0.4933878220871676,-0.4334512986496678
1.671,3,-0.4842223714394466,-0.5766295980019466,0.5550841878456965,-0.3534240315956966
1.673,4,-0.5218648389226289,-0.5922383740788789,0.4461202100163787,-0.4217671826726289
