Sensors: lowerArm (0), thumb (1), index (2), mid (3), ring (4), pinky (5), palm (6)
Timestamp, Tick, Sensor, QuatI, QuatJ, QuatK, QuatSum
0.0,13323,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.0,13323,1,0.4441426524574934,-0.5120951405112568,0.7334696522300066,-0.05018107801125659
0.0,13323,2,0.2928339200760802,-0.6497930330489198,0.5214971346114197,0.46910345132608033
0.035,13341,3,0.1835807728484532,-0.7127815318390468,0.6303840709015466,0.2466911244109533
0.035,13341,4,0.0454856750735107,-0.6552589538327394,0.7299049499264891,0.18922346804226076
0.039,13341,5,-0.2834730263650035,-0.6195936318337535,0.7309827919900034,-0.03756238183375356
0.04,13362,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.043,13362,1,0.4441267913156137,-0.5121720368093865,0.7334244782156363,-0.05019693915313627
0.044,13362,2,0.2928069835834985,-0.6497589343852515,0.5215240711040013,0.4691375499897486
0.049,13368,3,0.18335905888609122,-0.7126980700201588,0.6306057848639086,0.24653044560484128
0.05,13368,4,0.04534323446523825,-0.6550351835035118,0.7302304960035115,0.1887758516527383
0.05,13368,5,-0.28370457158031825,-0.6193368957990684,0.7310922668928181,-0.03791599736156831
0.112,13415,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.114,13415,1,0.4441267913156137,-0.5121720368093865,0.7334244782156363,-0.05019693915313627
0.115,13415,2,0.2928069835834985,-0.6497589343852515,0.5215240711040013,0.4691375499897486
0.12,13439,3,0.18304954912591154,-0.7125803336865885,0.6308542594678384,0.2464650764696616
0.121,13439,4,0.04540065809372052,-0.6549777598750296,0.7302951426875294,0.1887112049687206
0.122,13439,5,-0.2834551366710266,-0.6195147069835266,0.7310259374522765,-0.03815484370227669
0.123,13446,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.124,13446,1,0.4441267913156137,-0.5121720368093865,0.7334244782156363,-0.05019693915313627
0.125,13446,2,0.2928069835834985,-0.6497589343852515,0.5215240711040013,0.4691375499897486
0.13,13449,3,0.18304409527972437,-0.7125247523765257,0.6309207484702755,0.24645962262347443
0.131,13449,4,0.04542538146503616,-0.6550140716599638,0.7302704193162137,0.18867489318378622
0.131,13449,5,-0.2836126536368626,-0.6195501536368626,0.7309393137931125,-0.03806822004311268
0.14,13463,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.141,13463,1,0.4441267913156137,-0.5121720368093865,0.7334244782156363,-0.05019693915313627
0.143,13463,2,0.29275313827849786,-0.6496907093777522,0.521577916409002,0.4692057749972479
0.146,13467,3,0.1830588981120009,-0.7123878792317492,0.6310890511067491,0.24641339029950096
0.146,13467,4,0.045335213620329946,-0.6548600988796701,0.73042162231717,0.18864576049533002
0.147,13467,5,-0.283714016450361,-0.619529446137861,0.7309186062941109,-0.038047512544111005
0.173,13494,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.175,13494,1,0.4441670962072374,-0.5121927670740127,0.7333841733240125,-0.05021766941776261
0.176,13494,2,0.29279917946716716,-0.649766738501583,0.5214708400640828,0.4691907810296672
0.179,13500,3,0.1830169502687975,-0.7122467216062025,0.6312530692624523,0.24643247761254755
0.18,13500,4,0.0453312110588186,-0.6549251365974313,0.7303645897224312,0.18864175793381865
0.181,13500,5,-0.28358992404702205,-0.6196494943595221,0.730855549047022,-0.03822859592202207
0.202,13524,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.203,13524,1,0.4442002123765368,-0.5122206860609634,0.7333510571547132,-0.05012351809221321
0.204,13524,2,0.2927722529980675,-0.6497326298144325,0.5214977665331824,0.4692248897168176
0.205,13527,3,0.18304447028333384,-0.7121581664354163,0.6312865844041661,0.2465820679395839
0.206,13527,4,0.04530249414113102,-0.6549538535151189,0.7303322714838688,0.18867407617238108
0.207,13527,5,-0.28309479082449296,-0.620069888480743,0.7306655916057428,-0.03871002519949303
0.246,13556,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.247,13556,1,0.4442002123765368,-0.5122206860609634,0.7333510571547132,-0.05012351809221321
0.248,13556,2,0.2927644638280291,-0.6497404189844709,0.5214445205469708,0.46927813570302923
0.249,13571,3,0.18300259756027468,-0.7120169336897254,0.6314505274397253,0.24660123037277473
0.25,13571,4,0.04522038888915658,-0.6546697478295934,0.7305974822045933,0.18865300607665664
0.25,13571,5,-0.2832202332929776,-0.6200122254804776,0.7306689637617274,-0.038652362199227644
0.273,13592,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.274,13592,1,0.4443701379641452,-0.512233865942105,0.7332421667233547,-0.05007566281710484
0.276,13592,2,0.2928738059728211,-0.649631076839679,0.5210910377771789,0.4697536887853212
0.276,13599,3,0.18308695669896358,-0.7119325745510364,0.6314882386135363,0.24668558951146363
0.277,13599,4,0.04530658860243536,-0.6545835481163147,0.7306943879600645,0.18855610032118542
0.278,13599,5,-0.28299174126879656,-0.6201499443937966,0.7306235772062964,-0.03897318658129663
0.303,13624,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.305,13624,1,0.44437161288705707,-0.512415496487943,0.7331186214879428,-0.05001315273794292
0.306,13624,2,0.29311692928113486,-0.6492658832188652,0.5209699847813651,0.4702409527186349
0.312,13629,3,0.18298837670990314,-0.7117870139150968,0.6316478537588467,0.2467701149911532
0.313,13629,4,0.04532726587593733,-0.6546849411553126,0.7306126755303125,0.18851574243843738
0.314,13629,5,-0.28283129330324686,-0.6201115667407469,0.7307072698657467,-0.039178949553246925
0.34,13659,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.343,13659,1,0.4443557919179081,-0.5124923526133419,0.7330734073008418,-0.05002897370709185
0.344,13659,2,0.29312102181292793,-0.649322825843322,0.5207827867808219,0.47036711556292804
0.348,13667,3,0.18298837670990314,-0.7117870139150968,0.6316478537588467,0.2467701149911532
0.349,13667,4,0.045487558714298666,-0.6550129295669515,0.7303303123794512,0.18843189465179874
0.349,13667,5,-0.282787207045291,-0.620250585951541,0.7306021484515408,-0.03925693360779105
0.37,13692,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.373,13692,1,0.4443961279866832,-0.5125130517008168,0.7330330712320666,-0.05004967279456672
0.375,13692,2,0.29309416438311975,-0.6492886481168803,0.5208096442106301,0.47040129328936986
0.378,13698,3,0.18298837670990314,-0.7117870139150968,0.6316478537588467,0.2467701149911532
0.38,13698,4,0.045462827666496175,-0.6549766254585039,0.7303550434272537,0.18846819876024623
0.381,13698,5,-0.2828553471375358,-0.6200745854187858,0.7307313237000357,-0.039141968231285816
0.405,13723,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.406,13723,1,0.44435896914678447,-0.5128553863219657,0.7328260894469655,-0.04990372616571553
0.407,13723,2,0.2930640120450056,-0.6493188004549946,0.5205956559237445,0.47061528157625565
0.408,13730,3,0.18289329475260077,-0.7117600255598994,0.6317429357161491,0.24667503303385083
0.41,13730,4,0.04552905642661825,-0.6549103966983818,0.7304719201358816,0.1882292517391183
0.411,13730,5,-0.282863413161765,-0.620204721755515,0.7306173194117649,-0.03915003425551507
0.438,13759,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.439,13759,1,0.4443960187105772,-0.5134897234769229,0.7323617937894227,-0.049866676601922774
0.441,13759,2,0.2928389360325262,-0.6494218061549738,0.5205765913112237,0.4706343461887763
0.444,13763,3,0.18266685676031813,-0.7116202526146819,0.6320304088646818,0.24650963019781819
0.444,13763,4,0.04526818666791544,-0.6548660906758347,0.7306107195820845,0.18790734682416552
0.445,13763,5,-0.2828766291211404,-0.6204620783398904,0.7303863947461403,-0.03928532052739049
0.469,13789,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.47,13789,1,0.4445686731805741,-0.5139274205694261,0.7319449986944259,-0.04993816275692597
0.472,13789,2,0.29264085343443125,-0.6495588535968188,0.5205305332843186,0.47061936905943136
0.475,13796,3,0.18257005585181385,-0.7116560183669361,0.632127209773186,0.2462297238205639
0.479,13796,4,0.04549105776429746,-0.6548873602044525,0.7306930242669524,0.18745883120179752
0.483,13796,5,-0.2827551288431444,-0.6205847186868945,0.7303259296243942,-0.03934692571814448
0.506,13826,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.507,13826,1,0.4447988276091205,-0.5145517583283795,0.7313486333283794,-0.05019628957837945
0.512,13826,2,0.292743486374595,-0.649334150344155,0.5205499706566549,0.47084407231209513
