Sensors: lowerArm (0), thumb (1), index (2), mid (3), ring (4), pinky (5), palm (6)
Timestamp, Tick, Sensor, QuatI, QuatJ, QuatK, QuatSum
0.0,34908,3,-0.5483925265555001,-0.7810585421804999,0.01134418671174986,0.29847026641325003
0.0,34908,4,-0.5024369563704921,-0.791865667307992,0.020015081370492016,0.3465620670670079
0.0,34908,5,-0.683350456309643,-0.5643929367783928,0.22558678443464278,0.4044791335341072
0.032,34940,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.032,34940,1,0.17406712333558017,-0.7631887360394198,0.02954615791441967,-0.6215871735394198
0.032,34940,2,-0.5878259750048241,-0.7968103500048239,0.05700322109857387,0.12768916171392605
0.034,34942,3,-0.5480614535275421,-0.7812157504025419,0.011013113683791875,0.298679269128708
0.034,34942,4,-0.5018528238890319,-0.7920749918577816,0.01943094888903163,0.34696309407971826
0.034,34942,5,-0.6831377015186852,-0.5646074280811852,0.22476367808118514,0.40499706410631475
0.062,34970,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.062,34970,1,0.17415891744633255,-0.7640735044286675,0.025792254428667283,-0.6206408872411674
0.062,34970,2,-0.5889101737031003,-0.7958803885468502,0.05698878698435017,0.12849705285939972
0.068,34976,3,-0.5480614535275421,-0.7812157504025419,0.011013113683791875,0.298679269128708
0.068,34976,4,-0.5019941647885092,-0.7920942624447591,0.019694360101009004,0.34669968286774094
0.068,34976,5,-0.683194281550598,-0.5646640081130978,0.22488129326934791,0.404757378605652
0.096,35004,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.096,35004,1,0.17415389291353947,-0.7640785289614607,0.024027259430210394,-0.6207069469302106
0.096,35004,2,-0.589763964354013,-0.795208300291513,0.057537401854012855,0.12849775439598707
0.099,35008,3,-0.5483439782415485,-0.7811930993352982,0.011173568085298236,0.29821363894595165
0.1,35008,4,-0.5022939699981063,-0.792027856716856,0.019994165310606105,0.34639987765814384
0.1,35008,5,-0.6834481363198919,-0.5644906167886417,0.22544032381989176,0.4042593832113581
0.131,35040,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.131,35040,1,0.17435016779213444,-0.7634550079891157,0.022183035332865423,-0.6214872345516157
0.131,35040,2,-0.5899349246277372,-0.7952571902527372,0.05752525665898717,0.12741126677851272
0.134,35042,3,-0.548820114770746,-0.7811199194582459,0.012076950708245772,0.2974933617917542
0.134,35042,4,-0.5028185081172397,-0.7918810081172395,0.020640773742239497,0.34593637469526045
0.134,35042,5,-0.6836268562500638,-0.5643641609375638,0.2258631843750637,0.4038975578124362
0.162,35070,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.162,35070,1,0.17472124157961524,-0.7634501451391349,0.014976024045384619,-0.6216044420141348
0.162,35070,2,-0.592258572093969,-0.7938576931877188,0.06235134553146887,0.12301242399978102
0.169,35077,3,-0.5492389851365349,-0.7809894734177847,0.013228242949034632,0.2970134562697153
0.169,35077,4,-0.5029641051978545,-0.7918434997291044,0.020969476291604394,0.3457907776146455
0.169,35077,5,-0.683571613045067,-0.564369952888817,0.2258079411700669,0.4040138361736831
0.196,35104,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.196,35104,1,0.17465045187921335,-0.7646806028082866,0.00491497780828648,-0.6202714231207866
0.196,35104,2,-0.5933866184763275,-0.7932157200388273,0.06659218488257725,0.11944297136742267
0.202,35106,3,-0.548844621430602,-0.7811444261181018,0.012955949555601753,0.29734678481939814
0.202,35106,4,-0.5024935378785671,-0.7919222488160669,0.02049890897231693,0.346322380090183
0.202,35106,5,-0.6833089707841534,-0.5645955918779032,0.22524012312790323,0.40445958390334674
0.232,35140,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.232,35140,1,0.17629624338015382,-0.7648048308385962,0.003269186307346017,-0.6196632292760962
0.232,35140,2,-0.5931640711053155,-0.7934814539178155,0.0658813562615654,0.11917723748843452
0.233,35142,3,-0.548389004744533,-0.7814212313070328,0.012073086775782782,0.2974972257242171
0.233,35142,4,-0.5022683781470022,-0.792063300022002,0.019846503147001985,0.34636443435299796
0.233,35142,5,-0.6833010634635123,-0.5647097548697623,0.2247439345572622,0.4045895615364878
0.266,35173,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.266,35173,1,0.17682227270986034,-0.7650112233838897,0.0031093679151394937,-0.6192592702588896
0.266,35173,2,-0.5933014166155121,-0.7934356939592621,0.0657745611467619,0.11885678650948801
0.273,35181,3,-0.5483607218614033,-0.781453983580153,0.012044803892653002,0.29746447345109694
0.273,35181,4,-0.5023913488614884,-0.7920642004239882,0.01990843870523823,0.3461804284822617
0.273,35181,5,-0.6834785383832771,-0.5647651594770271,0.224494163383277,0.4043510514604729
0.297,35204,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.297,35204,1,0.17746105591190992,-0.7644945104943401,0.0019823034630899183,-0.61971911986934
0.297,35204,2,-0.5936984608030828,-0.7932834217405825,0.06562228892808249,0.11797146107191743
0.3,35209,3,-0.5486244123148184,-0.7814124982523183,0.012247459189818179,0.29707871268518177
0.3,35209,4,-0.5027315285323813,-0.7919160988448811,0.019943442594881178,0.34602335428011877
0.3,35209,5,-0.6837449078107932,-0.5647263531232932,0.22469949765454303,0.40384054140795694
0.331,35239,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.331,35239,1,0.17882385824007732,-0.7632537784786728,0.00031432535367253994,-0.6208587589474227
0.331,35239,2,-0.5940908785204346,-0.7931875582079346,0.06589263633293457,0.11648041054206532
0.339,35248,3,-0.5488234839218953,-0.7813674292343952,0.012507565953145172,0.2968186059218547
0.339,35248,4,-0.5028900271658859,-0.7918304568533858,0.019979870915885715,0.34598692595911423
0.339,35248,5,-0.6838195787546658,-0.5646789537546658,0.22483520375466573,0.40370483530783424
